Nome: SAO PAULO - INTERLAGOS
Codigo Estacao: A771
Latitude: -23.72444443
Longitude: -46.67749999
Altitude: 771
Situacao: Operante
Data Inicial: 2020-12-31
Data Final: 2025-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2024-07-07;0;930;13,6;27,8;17,5;14,3;79,8;45;9,4;2;
2024-07-08;0;929,7;11,9;16,6;13,7;12,8;89;86;7;2;
2024-07-09;25;928,9;11,3;13,8;12,5;11,4;92,5;91;5;,9;
2024-07-10;40;927,2;15,1;22,8;17,4;11,9;86,8;71;8,6;1,8;
2024-07-11;0;930,3;15,2;21;17;15,3;88,6;78;6;1,6;
2024-07-12;0;936;14,2;22;15,8;14,2;90,3;72;7,1;2,4;
2024-07-13;,2;936,6;11,9;15;13,2;12,1;92,1;90;8;2,5;
2024-07-14;0;932,9;13,5;26;16,4;12,4;84,4;53;10,3;2,1;
2024-07-15;0;935;12,4;20,4;14,9;11,6;85,1;68;6,5;1,4;
2024-07-16;0;936;13,2;21,1;15,4;13,4;86,7;66;7;1,6;
2024-07-17;0;935,4;13,6;25;17,5;12,4;79,4;54;4,6;,9;
2024-07-18;,2;933,7;13,3;23,1;16,4;13,1;82;63;7,7;1,6;
2024-07-19;,2;935,9;11,4;19,8;14,7;11,9;81;62;4,8;1,4;
2024-07-20;,4;935,1;11,6;20,7;14,4;11,6;84,1;54;7,5;1,7;
2024-07-21;0;934;12,1;22,6;15,9;12;78,8;56;6,5;1,6;
2024-07-22;,2;933,9;12,1;26,3;17,7;11,9;71,9;46;8,3;1,4;
2024-07-23;,2;935,2;9,9;24,5;16,1;10;69,7;43;6,6;1,2;
2024-07-24;0;935;9,7;24,8;17;11,3;63,5;42;7,6;1,3;
2024-07-25;,2;932,9;11,3;27,5;18,2;12,2;66,6;42;7,7;1,3;
2024-07-26;0;931,5;10,9;25,9;18,5;13,3;62,7;43;7,1;1,1;
2024-07-27;0;931,7;11,5;26,6;18,7;13,9;63,6;47;5,7;,9;
2024-07-28;0;931,5;12,8;29,2;20,1;14,5;63,7;46;8,2;1,4;
2024-07-29;0;932,1;11,9;21,1;17,1;14,2;71,7;62;9,1;1,9;
2024-07-30;3,4;935,6;11,3;16,2;13,7;12,6;85,6;77;7,6;2,6;
2024-07-31;2,6;935,5;12,9;21,9;15,9;12,9;82,9;67;8,2;2,4;
2024-08-01;0;934,9;13,8;23,4;16,9;14,6;82,3;66;7,4;2;
2024-08-02;0;933,8;13,6;26,4;17,9;13,1;77,2;49;5,3;1,3;
2024-08-03;0;932,6;13,1;28,9;20,8;15,2;62,6;43;6,9;1,2;
2024-08-04;0;932,7;13,9;28,9;22,1;16,6;60,5;48;9,9;1,4;
2024-08-05;0;932,3;14,7;29,4;22,4;17,9;62,5;44;6,2;1,2;
2024-08-06;0;930,7;14,1;29,8;22;16,6;62,4;43;5,6;1;
2024-08-07;0;927,5;12,4;29,4;22,7;17,3;53,2;37;11,1;1,7;
2024-08-08;0;926,1;11,9;29,7;22,5;17,1;52;40;10,9;1,8;
2024-08-09;1,8;928,2;13,1;20;17;15,9;77,9;65;8,1;1,5;
2024-08-10;46,4;929,6;8,1;14,2;10,4;9;85,6;80;9,1;2;
2024-08-11;,4;929,9;7,3;21,8;12,5;6,8;73,3;45;6,9;1,5;
2024-08-12;,2;929,8;5,3;20;13,6;9,7;58,7;37;6,9;2,1;
2024-08-13;0;934,4;6;12,4;9,6;7,2;77,8;64;8,6;2,3;
2024-08-14;0;933,1;8,5;21,2;12,7;8,3;76;53;9;2;
2024-08-15;,2;931,6;11,9;29,4;17,9;9,8;71,3;38;7,1;1,2;
2024-08-16;0;931,1;14,1;31,4;20,5;13,1;69;44;5,4;1,2;
2024-08-17;0;930,8;13,5;30,9;21,8;15,4;60,9;40;4,4;1;
2024-08-18;0;930,4;12,8;32;22;14,8;57,6;36;4,9;,9;
2024-08-19;0;930;12,7;32,9;23;15,8;53,8;36;6,6;1;
2024-08-20;0;930,8;13,1;29,5;20,5;15,2;63,3;46;8,4;1,6;
2024-08-21;0;931,5;12,6;26,8;18,6;15,3;68,7;51;6,6;2,2;
2024-08-22;0;928,2;13,7;32;22,6;15,9;58,7;39;9,6;1,6;
2024-08-23;0;925,7;13;32,8;23;17,2;55;38;13,7;2,4;
2024-08-24;,2;929,3;11;17,4;15,4;14,6;75;70;10,6;2;
2024-08-25;13,4;933,2;7,9;15;10,8;10,8;82,6;78;8,7;2,7;
2024-08-26;,4;934,5;6;14,6;10,2;7,9;75,5;63;7,1;2,2;
2024-08-27;,2;935,4;5,5;17,2;10,1;4,8;73,8;55;10,1;2,3;
2024-08-28;0;935,9;8,9;18,1;12,7;9,6;77,7;65;8;2,8;
2024-08-29;0;935,3;12,9;24,5;16,5;12,2;79,8;63;6,4;1,6;
2024-08-30;,2;933,2;13,2;28,8;20,1;14,3;66,2;47;5,1;1,2;
2024-08-31;0;932,1;12,1;24,4;17,7;12,9;70;58;7,1;1,6;
2024-09-01;,2;929,6;13;32,3;21,4;13,9;60,9;40;9,3;1,7;
2024-09-02;0;927,5;11,2;23,1;17,7;15,8;66,7;43;7,6;1,8;
2024-09-03;0;928;15;31,8;20,9;14,1;70,7;50;7,2;1,3;
2024-09-04;0;928,8;14,5;32,3;23,6;15,7;57,8;39;6,9;1;
2024-09-05;0;929,2;12;25,5;20,4;16,4;59,5;42;9,4;2,5;
2024-09-06;0;930,7;11,3;18,7;15,6;13,8;75,6;71;9,2;3;
2024-09-07;0;929,7;16,8;33,1;22,2;15,3;72,8;52;6,2;1,3;
2024-09-08;0;931,3;18,2;33,7;25,3;19,2;65,3;52;4;1;
2024-09-09;0;930,4;15,9;33,3;24;18,4;61,2;45;7,8;1,2;
2024-09-10;0;928,2;13,8;33,8;23,5;15,4;55,8;41;9,9;1,5;
2024-09-11;0;927,7;15,2;33,3;25,1;18,8;54,9;44;6,8;1,1;
2024-09-12;0;928,2;14,5;34,3;25,4;17,7;51,8;37;9,7;1,5;
2024-09-13;0;927,5;14,4;33,4;24,5;16,3;54,1;42;5,9;1,1;
2024-09-14;0;928;13,8;27,6;22,6;17,9;57,5;49;7,2;1,9;
2024-09-15;,2;931,5;12,2;20,7;17,5;16,3;71,3;61;10;3,3;
2024-09-16;15,4;931,7;11,2;16,8;15,1;14,4;77,6;74;8,2;2,2;
2024-09-17;5,8;933,5;11;16,1;14,4;13,5;79,8;76;10,4;3,4;
2024-09-18;0;931,7;12,5;21,4;16;13,7;79,8;71;11,1;2,6;
2024-09-19;0;929;13,9;24,2;17,7;15,4;78,6;70;7,4;1,8;
2024-09-20;3,8;926,5;17,4;33,4;22,3;15,9;74,6;59;11,2;2,1;
2024-09-21;,8;927,7;15,7;27,7;21,2;17,2;71,3;62;7,5;1,3;
2024-09-22;0;926,7;16,2;32,1;22;17,9;70;58;7,8;1,1;
2024-09-23;,2;927,1;16,6;32,6;22,9;16,6;68,3;53;9,1;1,3;
2024-09-24;0;927,5;15,4;33,5;20,8;16;71,5;59;8,8;1,4;
2024-09-25;0;925,9;18,3;35,6;24,8;17,6;68;53;7,1;1,3;
2024-09-26;0;924,6;18,7;36,5;27,2;19,6;60,1;51;7;1,3;
2024-09-27;0;926,1;14;26,2;19,2;18,8;71,9;55;10,5;2,1;
2024-09-28;,8;930,9;10,3;20,1;15,8;14,1;70;66;10,6;3,2;
2024-09-29;0;930,9;13,2;25,6;18;14,8;73,7;67;9,7;2,8;
2024-09-30;0;929,2;15,6;30;20,6;16,6;73,1;65;9,7;2,1;
2024-10-01;0;925,3;18,3;35,1;25,8;18,2;64,3;49;9;1,4;
2024-10-02;0;923,8;17,3;36,9;25,2;21;62,3;48;12,7;2,4;
2024-10-03;1,8;929,1;13,4;20,8;18,1;17,6;74,4;71;11,4;3,2;
2024-10-04;1,4;931,7;11,1;16,3;15,2;14,5;76,6;74;8,6;3,2;
2024-10-05;,6;931,1;12,7;20,4;16,1;14,2;80,3;75;8,8;3,1;
2024-10-06;0;928,6;13,6;24,2;17,6;14,2;77,8;69;9,3;2,2;
2024-10-07;0;927,3;12,1;23,6;17,7;14,5;69,8;66;9,7;2,8;
2024-10-08;0;925,4;14,2;32,8;19,5;15,7;71,8;64;9,4;2,1;
2024-10-09;0;928,4;12,3;19,3;16,9;15;74,5;72;9,1;2,2;
2024-10-10;3;927,5;15,2;24,3;18,7;16,5;80,2;76;7,3;1,9;
2024-10-11;3,6;924,2;18,5;28;21,8;17,9;81,8;78;29,9;1,3;
2024-10-12;11,8;926,6;16,5;27,8;20,7;18,5;77;72;11,6;3,1;
2024-10-13;,4;934,4;12,3;21,7;17,2;15,2;72,9;69;10,2;3,2;
2024-10-14;,4;934,8;12,9;19,8;16,9;15,8;77,6;74;9,9;3,4;
2024-10-15;0;930,3;14,3;25,2;18,5;15,2;76,8;71;8,8;2,3;
2024-10-16;0;926,2;16,6;28,4;20,3;15,4;79,6;72;7,1;1,5;
2024-10-17;0;927;17,1;26,7;19,7;15,7;85,1;79;9;2,1;
2024-10-18;0;926,7;14,7;24,2;18,4;15,7;79,2;75;9;2,3;
2024-10-19;0;926,4;13,1;17,7;16,3;16,7;81,3;80;8,2;2,5;
2024-10-20;33,2;926,6;13,8;18;16,1;13;86,3;82;7,9;2,9;
2024-10-21;,2;929,2;16,9;22;19,1;15,9;87,2;85;8,9;2,4;
2024-10-22;0;928,9;19,5;31,7;22,9;19;81,3;75;7,3;1,6;
2024-10-23;0;926,1;19,7;29,4;23,3;20,9;80,3;75;7;1,5;
2024-10-24;18;921,9;19,4;31;23,5;20;77,6;70;10,5;2,3;
2024-10-25;21;921,5;18,2;28,6;22,7;19,4;76,1;72;13,5;3;
2024-10-26;,2;925,2;18,2;30,7;23,1;21,3;73,9;65;9,4;2,6;
2024-10-27;,4;931,1;11,2;18,9;16,3;14,9;71,8;69;10,1;3,5;
2024-10-28;,2;930,8;12,7;19,6;17,1;15,5;75,6;73;8,7;2,4;
2024-10-29;,4;929;14,8;21,3;18,8;16,8;77,7;73;6,6;1,8;
2024-10-30;0;928,3;14,8;24;19,4;17,2;75;68;10,9;2,7;
2024-10-31;,2;928,5;13,6;23,7;18,8;14,9;71,7;68;10,6;2,8;
2024-11-01;0;928,2;null;25,7;null;null;null;null;10,2;2,6;
2024-11-02;0;927,6;null;30,2;null;null;null;null;10,1;1,4;
2024-11-03;30,2;926,9;null;23,1;null;null;null;null;6,1;1,3;
2024-11-04;11,2;926,4;null;24,3;null;null;null;null;7,4;1,1;
2024-11-05;2,6;926,5;null;29,2;null;null;null;null;6,7;1,3;
2024-11-06;3,6;925,7;null;27,7;null;null;null;null;8,5;1,5;
2024-11-07;18,6;922,6;null;25;null;null;null;null;11,5;2;
2024-11-08;44,8;921;null;23,8;null;null;null;null;9,7;2,1;
2024-11-09;7,8;925,5;null;22,1;null;null;null;null;7,7;2,6;
2024-11-10;,2;927,1;null;23,3;null;null;null;null;8,9;2,5;
2024-11-11;,2;924,1;null;31;null;null;null;null;9;1,7;
2024-11-12;0;922,3;null;31,1;null;null;null;null;11;2,1;
2024-11-13;10,6;924,9;null;20;null;null;null;null;8,7;2,6;
2024-11-14;0;927,5;null;20,3;null;null;null;null;7,9;2,7;
2024-11-15;0;927,6;null;24,6;null;null;null;null;8,5;2,5;
2024-11-16;,2;927,3;null;25,8;null;null;null;null;8;1,8;
2024-11-17;0;927,2;null;28,8;null;null;null;null;9,1;1,8;
2024-11-18;,2;925,3;null;29,8;null;null;null;null;7,3;1,6;
2024-11-19;,2;925,9;null;26,7;null;null;null;null;10,5;2,1;
2024-11-20;0;925,9;null;32;null;null;null;null;8,7;2;
2024-11-21;,2;927,9;null;25;null;null;null;null;9;2,7;
2024-11-22;2;928,2;null;23,4;null;null;null;null;9,5;3;
2024-11-23;1;928,1;null;23,3;null;null;null;null;11;3,3;
2024-11-24;,6;929,8;null;24,3;null;null;null;null;11,4;3,3;
2024-11-25;0;929,2;null;28;null;null;null;null;9,4;2,1;
2024-11-26;0;926,6;null;32,5;null;null;null;null;9,2;1,6;
2024-11-27;0;924,1;null;33;null;null;null;null;9,6;1,7;
2024-11-28;0;923,1;null;32,4;null;null;null;null;12;2;
2024-11-29;26,6;924,4;null;29,8;null;null;null;null;7,9;1,9;
2024-11-30;0;925,4;null;28,7;null;null;null;null;8,7;1,9;
2024-12-01;0;925,3;null;28,1;null;null;null;null;9,3;2,4;
2024-12-02;0;922,1;null;31,6;null;null;null;null;11,3;1,9;
2024-12-03;14,2;922,6;null;27,3;null;null;null;null;8,3;1,9;
2024-12-04;6,2;926,7;null;25,7;null;null;null;null;11,8;3,7;
2024-12-05;,4;925,9;null;28,5;null;null;null;null;9,9;2,1;
2024-12-06;,4;924,8;null;32,3;null;null;null;null;11,1;1,9;
2024-12-07;0;924,2;null;31,8;null;null;null;null;12,7;2,3;
2024-12-08;,8;926,2;null;27,8;null;null;null;null;7,1;1,1;
2024-12-09;2,2;925,6;null;28;null;null;null;null;4,9;1;
2024-12-10;9;923,7;null;29;null;null;null;null;12,4;2,1;
2024-12-11;10,6;926,1;null;27,2;null;null;null;69;10,3;2,9;
2024-12-12;0;927,1;15,4;23,6;19,4;15,6;78,8;58;9,3;2,9;
2024-12-13;0;925,2;17;25,4;19,9;17,1;83,7;64;8,2;1,8;
2024-12-14;0;921,4;18,3;26,6;21,9;19,1;80,9;57;10,5;2,1;
2024-12-15;2,4;920;18,2;30,6;23,9;19,9;72,5;45;11,3;2,8;
2024-12-16;,2;922,8;15,4;31,2;24,4;20,4;60;27;14,1;3,2;
2024-12-17;0;927,5;16,3;24,4;19,5;16,1;82,5;61;9,3;2,3;
2024-12-18;,2;928,7;16,5;24,8;19,8;16,3;81,9;62;10,5;2,7;
2024-12-19;0;927;17,4;31,4;21,6;17,3;79,1;36;8,7;1,9;
2024-12-20;0;923,4;19,4;32,2;23,7;19,6;78,8;45;10,6;1,7;
2024-12-21;35,2;924,8;19,8;27,8;22,1;19,5;87,7;62;7,2;1,7;
2024-12-22;13;926;19,6;29;22,4;19,4;85,2;56;7,1;1,5;
2024-12-23;4;926,7;19,1;23,1;20,5;19,9;92,2;78;10,2;2,5;
2024-12-24;2;927,2;17,6;23,4;19,8;17,9;87,6;74;9,4;3,4;
2024-12-25;0;924;19,3;31,6;22,7;19,2;82,9;45;7,8;2;
2024-12-26;54,4;922,6;20,3;25;21,5;19,7;92,6;80;7,9;1,1;
2024-12-27;45,8;923,9;19,6;26,6;21,2;18,1;91;68;7,4;1,6;
2024-12-28;,4;925,8;20,2;28,2;22,5;20,2;87,5;58;9,1;1,7;
2024-12-29;3,6;925,4;19;27,1;21,7;18,7;85,3;63;10,1;2,1;
2024-12-30;,6;925,3;18,4;26;21;18,7;85,5;62;9,1;2,5;
2024-12-31;,2;926,1;18,4;27,5;21,3;18,9;84;56;9,5;2;
2025-01-01;1,4;925,8;18,7;30,9;21,6;18,4;85,1;46;8,2;1,5;
2025-01-02;5;924,2;18,8;32,2;24;18,5;75,8;41;8,9;1,8;
2025-01-03;1,2;922,4;19;31,9;24,3;19,2;74,3;44;9,6;2,1;
2025-01-04;0;922,2;19,6;30,7;24,2;20,8;77,1;47;8,7;2,3;
2025-01-05;0;923,5;18,6;28,4;21,7;18,9;83,3;54;9,1;2,2;
2025-01-06;0;923,9;18,6;31,5;21,9;18,8;83;39;8,8;2,2;
2025-01-07;,2;924;18,7;27,1;21,4;19,3;85,4;61;9,6;2;
2025-01-08;8,6;924,3;18,2;25,4;20,8;18,7;85,6;69;10,8;2,6;
2025-01-09;,6;924;17,2;22,7;19,7;18,4;85,5;71;10,3;3;
2025-01-10;,6;924,4;16,4;24,1;19,8;17,3;81,3;54;8,4;2,8;
2025-01-11;0;924;16;25,5;19,8;15,2;79,7;57;9,1;2,2;
2025-01-12;,2;924,6;16,8;22,2;19;18,2;87,1;75;9,2;2,8;
2025-01-13;,2;924,6;14,9;23,1;19,2;16,3;77;54;9,4;3,1;
2025-01-14;0;924,4;15,8;22,2;18,6;15,9;84,5;68;8,6;2,5;
2025-01-15;0;924,9;16,8;26,5;20,6;18,1;79,5;60;9,3;2,8;
2025-01-16;0;925,7;19,4;28,4;22,7;19,7;82,7;58;8,5;1,9;
2025-01-17;32,2;926,6;20,3;28,7;23,7;20,5;82,5;60;10,6;1,5;
2025-01-18;,6;926,3;20,2;33,3;25,4;20;75,1;45;11;2;
2025-01-19;,2;925;20,5;34,2;26,1;22;73,4;40;9,8;1,4;
2025-01-20;0;923,7;19,9;33,7;26,6;21,2;68,5;42;11,6;2,4;
2025-01-21;0;924,8;19,4;34,6;27,2;22,1;64,1;37;13;2,2;
2025-01-22;0;928;19,7;33,7;25,8;22,4;71,2;36;9,8;1,5;
2025-01-23;7;928,8;19,4;29,6;23,8;20,2;77,8;53;10,6;2,1;
2025-01-24;0;928,1;20;29,4;23,3;20,4;82,7;58;9,8;1,5;
2025-01-25;,8;926,4;19,7;34,2;25,7;20,6;72,6;38;11,9;1,7;
2025-01-26;3,8;926,3;19,9;30;22,6;20,3;85,9;57;9,2;1,8;
2025-01-27;18,2;926,4;19,3;25,9;21,3;19,3;88,6;72;7,9;1,6;
2025-01-28;2,2;925,7;19,5;28,6;21,5;18,4;89,4;57;8,7;1,4;
2025-01-29;2,4;925;20,6;25,6;21,7;20,9;93,1;75;5,4;1,4;
2025-01-30;47;923,8;20,5;26,1;21,6;20,2;94,1;74;7,8;1;
2025-01-31;22,8;922,7;20,4;28,5;22,6;20,5;88;61;8,8;1,6;
2025-02-01;37,6;922,3;20;28,4;22,1;19,4;88,8;60;7,8;1,6;
2025-02-02;10,4;922,6;20,5;30,1;23;20,4;87,2;53;7,9;1,6;
2025-02-03;63,2;924,5;20;27,8;22;20,1;89;62;12,2;2;
2025-02-04;2,4;925,9;19,7;29,4;23,2;20,1;82,2;56;10,1;1,8;
2025-02-05;2;926,3;19,8;31,5;24,1;20,2;78,4;46;8,7;1,3;
2025-02-06;,2;927;19,4;33,4;25,2;20,2;73,3;38;8,5;1,5;
2025-02-07;9;927,2;20,2;30,3;24,1;19,8;80,3;52;9,2;1,8;
2025-02-08;,2;928,7;20,4;27,8;23,6;20,8;83;64;10,8;2,5;
2025-02-09;0;929,3;19,1;29,5;23,7;19,5;77,6;42;9,3;2;
2025-02-10;0;927,9;19,7;29,9;23,1;18,9;82,3;50;8,7;1,7;
2025-02-11;0;926,2;19,4;32,1;25,4;20,9;72,8;32;8,6;1,6;
2025-02-12;0;926,1;19,1;33,9;26,2;21,5;68,6;36;7,7;1,6;
2025-02-13;5;927,4;19,7;32,9;23,5;20,7;80,6;45;10,7;1,4;
2025-02-14;1,6;926,6;20,3;28,4;22,7;20,2;86,6;62;9,6;1,3;
2025-02-15;1,8;925,7;20,2;29,6;23,6;19,6;82,4;53;8,3;1,7;
2025-02-16;0;925,9;20,3;34,5;27,2;21,6;69,7;39;7,8;1,4;
2025-02-17;0;926,1;17,9;34,9;28,3;22,2;57;29;7,7;1,3;
2025-02-18;0;926,4;20,1;33,6;24,8;22,8;76,8;41;13,3;1,8;
2025-02-19;18,4;926,8;19,6;31,9;23,3;19,3;81,3;47;9,7;1,8;
2025-02-20;0;928;21;32,5;24,5;22,2;82,6;47;10,7;1,7;
2025-02-21;,2;929,9;21,2;28,6;23,8;21,4;85,9;65;9,4;2,1;
2025-02-22;1,2;929,8;20,3;28;23,4;21,5;83;64;8,6;2,6;
2025-02-23;0;928,9;19,9;28,2;23,1;19,7;83;62;8,2;2,2;
2025-02-24;0;928,7;20,2;31;24,6;21;78,2;40;8,8;2,1;
2025-02-25;0;929,7;19,8;31,6;24,9;20,9;75,7;38;12,3;1,8;
2025-02-26;0;929,5;20,2;31,6;25,2;21,1;76,2;38;9;1,6;
2025-02-27;,4;928,3;20,2;33,3;24,7;20,3;79,3;34;10,2;1,7;
2025-02-28;0;928,9;20,2;31,1;24,1;19,9;80,3;47;9,8;1,8;
2025-03-01;,2;929,6;19,8;31,6;24,3;20,3;78,2;39;9,4;1,7;
2025-03-02;,2;929,5;19,9;32,7;24,7;21;77,3;34;9,3;1,8;
2025-03-03;0;929,9;19,5;30,4;23,9;19,6;78,1;47;9,4;2;
2025-03-04;0;929,4;18,9;29,3;23,4;20;77,8;39;11,1;2,3;
2025-03-05;0;929,8;19;29,4;23,5;20,5;77,2;47;8,5;2,2;
2025-03-06;0;931,7;18,8;27,9;22,5;19,4;80,2;55;10,6;2,6;
2025-03-07;0;932,1;18,5;28;22,6;19,2;78,5;48;10,4;2,8;
2025-03-08;0;930;19,1;29,1;23,1;19,3;79,5;52;8,9;2;
2025-03-09;0;926,7;18,8;33,9;24,6;19,4;74,5;31;8,3;1,4;
2025-03-10;0;927,3;18,6;27,6;22,1;19,5;81,3;57;9,9;2,1;
2025-03-11;,6;928,8;19,3;31,4;22,5;19,8;83,9;46;9,8;1,7;
2025-03-12;41;929,1;19,8;31,1;22,8;19,7;84,7;50;9,9;1,5;
2025-03-13;4,8;927,3;20,2;31,1;23;20,2;85,8;48;8,1;1,4;
2025-03-14;1,2;926,6;19,5;27,4;22,1;19,5;86,1;61;7,5;1,5;
2025-03-15;0;927,9;19,4;26,3;21,6;20;87,8;65;8,6;2,1;
2025-03-16;1,2;930;18,3;20,9;19,7;19,5;91,9;83;9,7;2,7;
2025-03-17;,2;930,5;18,6;24;20,9;18,5;86,9;76;7,3;2,3;
2025-03-18;,2;927,5;19,3;31,6;21,9;18,6;86,4;47;7,9;1,3;
2025-03-19;1,2;927,6;18,3;24,1;20,5;19,2;87,5;69;11,1;2;
2025-03-20;1,6;930,2;16,3;24,3;19,8;17,4;81,3;62;8,8;2,8;
2025-03-21;0;930,7;17;23,8;20;17,7;83,4;65;9,1;2,5;
2025-03-22;0;929,3;18,3;28,3;21,5;18;82,8;54;9,4;1,8;
2025-03-23;0;927,7;18,8;25,3;21,1;19,7;86,8;69;8,4;1,3;
2025-03-24;15,8;926,3;18,8;30,3;21,9;18,6;83,4;50;7;1,5;
2025-03-25;,2;927,3;19,4;28,1;22,4;19,4;84,3;60;7,5;1,7;
2025-03-26;0;928,5;18,8;24,4;21,4;19,4;85,5;72;8,2;2;
2025-03-27;0;928,2;18,5;25,9;21,6;18,3;83,6;63;10;2,1;
2025-03-28;0;926,9;18,9;30,8;22,1;18,9;83,7;47;7,7;1,4;
2025-03-29;8;926,3;19,2;28,2;21,7;18,4;86,5;57;9,6;1,4;
2025-03-30;,2;926,4;18,8;27,1;21,9;19;83,3;51;7,9;1,9;
2025-03-31;0;927,7;19,3;30,8;21,8;19,1;86,6;52;8,1;1,4;
2025-04-01;13,2;928,7;19,7;28;22,4;19,6;85,8;55;7,8;1,5;
2025-04-02;,2;927,3;20;32;24,1;20,3;80;45;7,3;1,5;
2025-04-03;1,6;926,8;20,6;31,3;23,5;20,7;85;54;9,1;1,4;
2025-04-04;25,4;928,9;20,3;25;21,6;20,2;92,1;75;10,3;1,9;
2025-04-05;14,2;935,1;15,3;19,6;16,6;14,7;91,7;75;12,4;4;
2025-04-06;3,2;935,8;14,6;20,6;17,2;15,8;84,7;60;11,1;3,7;
2025-04-07;1,6;932,5;14,9;21,1;18;15,7;83,2;66;11,4;3,2;
2025-04-08;0;929,5;16;26,4;19,5;15;81,3;54;7,9;1,4;
2025-04-09;0;927,2;17,9;30,2;22,3;18,5;79,2;45;9,3;1,8;
2025-04-10;1,2;926,7;18,7;24,8;19,9;18,8;92,5;70;15,3;1,3;
2025-04-11;28,2;927,1;17,1;24;19,3;16,2;87,8;64;7,6;1,7;
2025-04-12;0;928;17,1;24,8;20,1;17;83,8;60;8,5;1,9;
2025-04-13;0;926,9;17,8;29,1;21,9;18;79,3;45;7,5;1,5;
2025-04-14;44,8;927,5;17,7;21,6;19;18,2;92;73;7,7;1,8;
2025-04-15;1,4;928,4;16,6;23,8;19;16,5;86;64;7,6;1,9;
2025-04-16;,4;926,6;17,8;23,5;20;17,7;87,8;68;6,8;1,6;
2025-04-17;0;928,1;18,3;24,8;20,7;18,7;87;67;8,1;1,7;
2025-04-18;,2;928,2;18,2;27,5;20,4;18,1;87,8;58;13,7;1,3;
2025-04-19;41,2;926,2;18,9;29,9;21,2;18,3;88,3;51;7,7;1,5;
2025-04-20;38;926,9;17,6;20,9;18,9;18,1;92,2;79;7,4;2,2;
2025-04-21;2,4;927,6;16,2;19,7;17,6;17;91,3;82;8;2,5;
2025-04-22;,6;928,2;14,9;20,8;17,3;16;86;72;8,9;2,6;
2025-04-23;0;928,1;16;22,7;18,5;16,1;85,8;64;7,5;2;
2025-04-24;0;925,9;17,6;27,7;20,4;17,8;85,3;56;7,7;1,6;
2025-04-25;19;924,5;17,4;19,9;18,1;17,1;95,5;87;5,9;1,5;
2025-04-26;3,2;925,1;17,8;25;19,8;17,6;88,5;65;6,9;1,4;
2025-04-27;0;925,2;18;27,5;20,7;17,1;85,9;55;6;1,1;
2025-04-28;0;924,3;18,2;25,1;20,3;19,1;88,4;61;8,2;1,5;
2025-04-29;,2;926,8;15,1;21,7;17,7;15,7;85,4;64;7,3;2,4;
2025-04-30;0;928,9;13,7;20,7;16,9;14,8;81,8;57;8,4;2,4;
2025-05-01;0;930,6;14,1;21,3;17,2;15,1;82,5;61;8,1;2,5;
2025-05-02;0;931,3;14,5;23,4;18;14,5;81,3;55;9;2,1;
2025-05-03;0;930,8;14,8;24;17,9;14,7;83,3;55;7,6;1,4;
2025-05-04;,2;931,2;15,6;22,5;18;15,6;86,4;60;8,4;2;
2025-05-05;0;931,6;14,9;24;18,3;14,5;82;53;7,2;1,7;
2025-05-06;0;930;15,3;25;18,7;15,3;83;42;7,2;1,4;
2025-05-07;,2;929,6;16,2;26,1;19,5;16,1;82,9;49;5,8;1,2;
2025-05-08;,2;929,1;16,9;29,2;21,5;16,9;77,9;44;5,6;,9;
2025-05-09;0;927;16,6;29,8;23,1;17,3;68,7;46;8,5;1,7;
2025-05-10;0;929,6;16,7;23,9;20;19,3;82;63;7,2;1,9;
2025-05-11;11,4;934,3;14,4;17,1;15,9;15;91,1;79;9,5;3;
2025-05-12;,8;935,2;14,5;19,5;16,6;14,5;87,7;72;8;2,5;
2025-05-13;,2;933,9;15,2;21;17,5;14,5;86,9;67;8,8;2,1;
2025-05-14;0;933,6;14,3;22,4;17,2;14,5;83,5;55;9,5;2,1;
2025-05-15;,2;933,8;13,7;22,6;16,8;13;82,6;57;8;1,8;
2025-05-16;0;933,5;14,7;23,8;18,2;15;81,5;50;5,9;1,3;
2025-05-17;,2;932;15,6;26,2;18,8;15,2;83,4;46;7,5;1,2;
2025-05-18;,2;931;15,1;27,8;20,3;15,1;75,4;40;6,8;1;
2025-05-19;0;930,8;14,8;27,7;20,6;15,8;71,5;38;5,8;1;
2025-05-20;0;930,7;14,7;28,2;20,7;15,6;71,9;38;6,3;1;
2025-05-21;0;930,5;17,1;26,4;20;16,9;84,2;53;7,6;1,1;
2025-05-22;0;930,8;17,4;23,6;19,7;17,8;86,7;67;7,2;1,3;
2025-05-23;4;932,5;16,2;20;17,4;16,3;93;82;7,7;2,3;
2025-05-24;2,2;933,8;15,2;18,7;16,7;15,4;90,5;78;7,2;2,2;
